iter	Passed	Remaining
1730	4203	653
1731	4206	650
1732	4209	648
1733	4212	646
1734	4215	643
1735	4218	641
1736	4221	639
1737	4224	636
1738	4226	634
1739	4229	632
1740	4233	629
1741	4235	627
1742	4238	624
1743	4241	622
1744	4243	620
1745	4246	617
1746	4249	615
1747	4252	613
1748	4255	610
1749	4258	608
1750	4260	605
1751	4263	603
1752	4266	601
1753	4269	598
1754	4272	596
1755	4274	594
1756	4277	591
1757	4280	589
1758	4283	586
1759	4286	584
1760	4288	582
1761	4291	579
1762	4294	577
1763	4297	574
1764	4300	572
1765	4303	570
1766	4305	567
1767	4308	565
1768	4310	562
1769	4313	560
1770	4316	558
1771	4319	555
1772	4322	553
1773	4324	550
1774	4327	548
1775	4332	546
1776	4334	543
1777	4337	541
1778	4339	539
1779	4342	536
1780	4346	534
1781	4348	532
1782	4351	529
1783	4353	527
1784	4356	524
1785	4358	522
1786	4362	519
1787	4364	517
1788	4367	515
1789	4370	512
1790	4372	510
1791	4375	507
1792	4378	505
1793	4381	503
1794	4383	500
1795	4386	498
1796	4388	495
1797	4392	493
1798	4395	491
1799	4397	488
1800	4400	486
1801	4403	483
1802	4405	481
1803	4408	478
1804	4411	476
1805	4414	474
1806	4416	471
1807	4418	469
1808	4421	466
1809	4424	464
1810	4427	462
1811	4429	459
1812	4432	457
1813	4434	454
1814	4437	452
1815	4440	449
1816	4443	447
1817	4446	445
1818	4449	442
1819	4452	440
1820	4455	437
1821	4458	435
1822	4461	433
1823	4464	430
1824	4467	428
1825	4470	425
1826	4473	423
1827	4476	421
1828	4479	418
1829	4482	416
1830	4485	413
1831	4487	411
1832	4491	409
1833	4494	406
1834	4496	404
1835	4499	401
1836	4502	399
1837	4505	397
1838	4508	394
1839	4511	392
1840	4514	389
1841	4516	387
1842	4519	385
1843	4522	382
1844	4525	380
1845	4528	377
1846	4531	375
1847	4534	372
1848	4536	370
1849	4539	368
1850	4542	365
1851	4545	363
1852	4548	360
1853	4551	358
1854	4555	356
1855	4557	353
1856	4560	351
1857	4563	348
1858	4566	346
1859	4569	343
1860	4572	341
1861	4575	339
1862	4577	336
1863	4580	334
1864	4583	331
1865	4586	329
1866	4589	326
1867	4592	324
1868	4595	322
1869	4597	319
1870	4600	317
1871	4603	314
1872	4606	312
1873	4609	309
1874	4611	307
1875	4613	304
1876	4616	302
1877	4620	300
1878	4623	297
1879	4626	295
1880	4628	292
1881	4631	290
1882	4634	287
1883	4637	285
1884	4640	283
1885	4643	280
1886	4646	278
1887	4649	275
1888	4651	273
1889	4654	270
1890	4657	268
1891	4659	266
1892	4662	263
1893	4665	261
1894	4668	258
1895	4670	256
1896	4673	253
1897	4676	251
1898	4678	248
1899	4681	246
1900	4684	243
1901	4687	241
1902	4689	239
1903	4692	236
1904	4694	234
1905	4697	231
1906	4700	229
1907	4702	226
1908	4705	224
1909	4708	221
1910	4710	219
1911	4713	216
1912	4716	214
1913	4718	212
1914	4721	209
1915	4724	207
1916	4727	204
1917	4730	202
1918	4733	199
1919	4735	197
1920	4738	194
1921	4741	192
1922	4743	189
1923	4746	187
1924	4749	185
1925	4751	182
1926	4754	180
1927	4756	177
1928	4759	175
1929	4763	172
1930	4765	170
1931	4768	167
1932	4770	165
1933	4773	162
1934	4776	160
1935	4780	158
1936	4783	155
1937	4786	153
1938	4789	150
1939	4792	148
1940	4795	145
1941	4798	143
1942	4801	140
1943	4804	138
1944	4807	135
1945	4810	133
1946	4814	131
1947	4818	128
1948	4821	126
1949	4826	123
1950	4830	121
1951	4833	118
1952	4836	116
1953	4839	113
1954	4846	111
1955	4849	109
1956	4852	106
1957	4855	104
1958	4861	101
1959	4864	99
1960	4866	96
1961	4869	94
1962	4887	92
1963	4891	89
1964	4893	87
1965	4896	84
1966	4898	82
1967	4901	79
1968	4903	77
1969	4906	74
1970	4909	72
1971	4911	69
1972	4914	67
1973	4916	64
1974	4918	62
1975	4922	59
1976	4925	57
1977	4927	54
1978	4930	52
1979	4932	49
1980	4934	47
1981	4938	44
1982	4941	42
1983	4943	39
1984	4946	37
1985	4948	34
1986	4950	32
1987	4954	29
1988	4957	27
1989	4961	24
1990	4963	22
1991	4965	19
1992	4968	17
1993	4972	14
1994	4975	12
1995	4977	9
1996	4979	7
1997	4982	4
1998	4984	2
1999	4988	0
